order date,Product Name,Category,Units Sold,Price, Revenue ,Discount,Units Returned,Location,Platform,,,,,
11/16/2020,Pre-Workout,Performance,118,51.32," ? 6,055.76 ",0.18,1,UK,iHerb,,,,,
11/16/2020,BCAA,Amino Acid,124,33.45," ? 4,147.80 ",0.23,1,Canada,iHerb,,,,,
11/16/2020,Creatine,Performance,143,13.3," ? 1,901.90 ",0.24,1,Canada,Amazon,,,,,
11/16/2020,Zinc,Mineral,149,44.13," ? 6,575.37 ",0.17,2,Canada,Walmart,,,,,
11/16/2020,Collagen Peptides,Protein,141,16.26," ? 2,292.66 ",0.16,0,USA,iHerb,,,,,
11/16/2020,Magnesium,Mineral,153,54.54," ? 8,344.62 ",0.11,1,UK,Walmart,,,,,
11/16/2020,Ashwagandha,Herbal,128,51.06," ? 6,535.68 ",0.06,1,USA,iHerb,,,,,
11/16/2020,Melatonin,Sleep Aid,140,19.62," ? 2,746.80 ",0.03,3,Canada,Amazon,,,,,
11/16/2020,Biotin,Vitamin,163,12.44," ? 2,027.72 ",0.21,1,UK,iHerb,,,,,
11/16/2020,Green Tea Extract,Fat Burner,144,14.57," ? 2,098.08 ",0.19,2,Canada,iHerb,,,,,
11/16/2020,Iron Supplement,Mineral,137,19.21," ? 2,631.77 ",0.01,1,Canada,Walmart,,,,,
11/16/2020,Electrolyte Powder,Hydration,164,12.45," ? 2,041.80 ",0.14,3,UK,iHerb,,,,,
11/23/2020,Whey Protein,Protein,144,39.82," ? 5,734.08 ",0.07,0,UK,Amazon,,,,,
11/23/2020,Vitamin C,Vitamin,159,39.04," ? 6,207.36 ",0.19,2,UK,iHerb,,,,,
11/23/2020,Fish Oil,Omega,138,16.31," ? 2,250.78 ",0.03,2,UK,Walmart,,,,,
11/23/2020,Multivitamin,Vitamin,155,15.28," ? 2,368.40 ",0.2,2,USA,Walmart,,,,,
11/23/2020,Pre-Workout,Performance,154,45.16," ? 6,954.64 ",0.21,0,Canada,Amazon,,,,,
11/23/2020,BCAA,Amino Acid,159,24.31," ? 3,865.29 ",0.16,1,USA,Amazon,,,,,
11/23/2020,Creatine,Performance,181,38.99," ? 7,057.19 ",0.04,2,UK,Amazon,,,,,
11/23/2020,Zinc,Mineral,137,34.72," ? 4,756.64 ",0.23,0,Canada,Walmart,,,,,
11/23/2020,Collagen Peptides,Protein,135,35.03," ? 4,729.05 ",0.23,0,Canada,iHerb,,,,,
11/23/2020,Magnesium,Mineral,155,17.84," ? 2,765.20 ",0.17,2,UK,Amazon,,,,,
11/23/2020,Ashwagandha,Herbal,160,32.4," ? 5,184.00 ",0.1,5,USA,Amazon,,,,,
11/23/2020,Melatonin,Sleep Aid,142,27.73," ? 3,937.66 ",0.14,1,UK,Amazon,,,,,
11/23/2020,Biotin,Vitamin,170,54.79," ? 9,314.30 ",0.03,2,UK,Amazon,,,,,
11/23/2020,Green Tea Extract,Fat Burner,169,58.42," ? 9,872.98 ",0.11,4,Canada,Amazon,,,,,
11/23/2020,Iron Supplement,Mineral,156,19.42," ? 3,029.52 ",0.08,0,USA,Amazon,,,,,
11/23/2020,Electrolyte Powder,Hydration,135,31.15," ? 4,205.25 ",0.2,0,UK,Walmart,,,,,
11/30/2020,Whey Protein,Protein,134,19.86," ? 2,661.24 ",0.02,0,Canada,Walmart,,,,,
11/30/2020,Vitamin C,Vitamin,172,27.7," ? 4,764.40 ",0.16,2,UK,iHerb,,,,,
11/30/2020,Fish Oil,Omega,156,41.44," ? 6,464.64 ",0.07,0,Canada,Amazon,,,,,
11/30/2020,Multivitamin,Vitamin,148,38.47," ? 5,693.56 ",0.21,5,Canada,Amazon,,,,,
11/30/2020,Pre-Workout,Performance,136,43.71," ? 5,944.56 ",0.24,4,Canada,iHerb,,,,,
11/30/2020,BCAA,Amino Acid,157,49.93," ? 7,839.01 ",0.03,2,Canada,iHerb,,,,,
11/30/2020,Creatine,Performance,170,41.53," ? 7,060.10 ",0.11,1,UK,Amazon,,,,,
11/30/2020,Zinc,Mineral,143,56.81," ? 8,123.83 ",0.24,0,UK,iHerb,,,,,
11/30/2020,Collagen Peptides,Protein,166,22.64," ? 3,758.24 ",0.02,1,UK,Amazon,,,,,
11/30/2020,Magnesium,Mineral,170,46.05," ? 7,828.50 ",0.06,2,USA,Walmart,,,,,
11/30/2020,Ashwagandha,Herbal,154,51.15," ? 7,877.10 ",0.06,2,UK,Walmart,,,,,
11/30/2020,Melatonin,Sleep Aid,147,15.37," ? 2,259.39 ",0,3,Canada,Walmart,,,,,
11/30/2020,Biotin,Vitamin,141,59.97," ? 8,455.77 ",0.05,1,Canada,iHerb,,,,,
11/30/2020,Green Tea Extract,Fat Burner,170,49.76," ? 8,459.20 ",0.03,5,USA,Walmart,,,,,
11/30/2020,Iron Supplement,Mineral,184,24.97," ? 4,594.48 ",0.03,1,Canada,Walmart,,,,,
11/30/2020,Electrolyte Powder,Hydration,163,14.42," ? 2,350.46 ",0.09,5,USA,Amazon,,,,,
12/7/2020,Whey Protein,Protein,155,18.33," ? 2,841.15 ",0.25,3,USA,Walmart,,,,,
12/7/2020,Vitamin C,Vitamin,142,12.83," ? 1,821.86 ",0.03,1,UK,iHerb,,,,,
12/7/2020,Fish Oil,Omega,172,52.15," ? 8,969.80 ",0.11,2,USA,Amazon,,,,,
12/7/2020,Multivitamin,Vitamin,159,28.06," ? 4,461.54 ",0.16,0,Canada,Walmart,,,,,
12/7/2020,Pre-Workout,Performance,145,59.81," ? 8,672.45 ",0.12,2,USA,Amazon,,,,,
12/7/2020,BCAA,Amino Acid,148,39.77," ? 5,885.96 ",0.22,1,Canada,iHerb,,,,,
12/7/2020,Creatine,Performance,154,30.87," ? 4,753.98 ",0.04,0,Canada,Amazon,,,,,
12/7/2020,Zinc,Mineral,140,46.8," ? 6,552.00 ",0.08,1,UK,iHerb,,,,,
12/7/2020,Collagen Peptides,Protein,147,17.19," ? 2,526.93 ",0,0,Canada,Amazon,,,,,
12/7/2020,Magnesium,Mineral,153,35.9," ? 5,492.70 ",0,1,UK,Walmart,,,,,
12/7/2020,Ashwagandha,Herbal,158,46.61," ? 7,364.38 ",0.06,3,UK,Amazon,,,,,
12/7/2020,Melatonin,Sleep Aid,153,21.84," ? 3,341.52 ",0.16,3,USA,iHerb,,,,,
12/7/2020,Biotin,Vitamin,147,53.35," ? 7,842.45 ",0.17,1,Canada,Walmart,,,,,
12/7/2020,Green Tea Extract,Fat Burner,150,41.34," ? 6,201.00 ",0.09,5,Canada,iHerb,,,,,
12/7/2020,Iron Supplement,Mineral,149,38.29," ? 5,705.21 ",0.23,2,Canada,Amazon,,,,,
12/7/2020,Electrolyte Powder,Hydration,148,39.31," ? 5,817.88 ",0.12,0,UK,Walmart,,,,,
12/14/2020,Whey Protein,Protein,149,55.74," ? 8,305.26 ",0.08,4,UK,iHerb,,,,,
12/14/2020,Vitamin C,Vitamin,151,37.15," ? 5,609.65 ",0.03,1,USA,Amazon,,,,,
12/14/2020,Fish Oil,Omega,131,32.34," ? 4,236.54 ",0.19,0,Canada,Amazon,,,,,
12/14/2020,Multivitamin,Vitamin,136,56.33," ? 7,660.88 ",0.18,1,UK,Amazon,,,,,
12/14/2020,Pre-Workout,Performance,151,59.23," ? 8,943.73 ",0.17,1,Canada,iHerb,,,,,
12/14/2020,BCAA,Amino Acid,153,58.29," ? 8,918.37 ",0.04,2,USA,Walmart,,,,,
12/14/2020,Creatine,Performance,140,48.84," ? 6,837.60 ",0.17,2,USA,Amazon,,,,,
12/14/2020,Zinc,Mineral,168,26.55," ? 4,460.40 ",0.06,5,UK,Walmart,,,,,
12/14/2020,Collagen Peptides,Protein,146,44.24," ? 6,459.04 ",0.05,1,UK,Walmart,,,,,
12/14/2020,Magnesium,Mineral,142,21.72," ? 3,084.24 ",0,3,UK,iHerb,,,,,
12/14/2020,Ashwagandha,Herbal,185,26.93," ? 4,982.05 ",0,2,USA,Amazon,,,,,
12/14/2020,Melatonin,Sleep Aid,163,17.98," ? 2,930.74 ",0.2,2,Canada,iHerb,,,,,
12/14/2020,Biotin,Vitamin,143,48.49," ? 6,934.07 ",0.2,1,USA,iHerb,,,,,
12/14/2020,Green Tea Extract,Fat Burner,177,48.59," ? 8,600.43 ",0.12,4,Canada,iHerb,,,,,
12/14/2020,Iron Supplement,Mineral,169,56.82," ? 9,602.58 ",0.21,3,UK,iHerb,,,,,
12/14/2020,Electrolyte Powder,Hydration,138,52.51," ? 7,246.38 ",0.07,4,USA,Amazon,,,,,
12/21/2020,Whey Protein,Protein,122,36.88," ? 4,499.36 ",0.14,1,Canada,iHerb,,,,,
12/21/2020,Vitamin C,Vitamin,120,10.7," ? 1,284.00 ",0.14,3,Canada,Walmart,,,,,
12/21/2020,Fish Oil,Omega,156,10.66," ? 1,662.96 ",0.14,1,UK,Walmart,,,,,
12/21/2020,Multivitamin,Vitamin,150,44.22," ? 6,633.00 ",0.13,2,USA,Walmart,,,,,
12/21/2020,Pre-Workout,Performance,149,42.41," ? 6,319.09 ",0.04,3,USA,Walmart,,,,,
12/21/2020,BCAA,Amino Acid,154,58.12," ? 8,950.48 ",0.13,0,UK,Amazon,,,,,
12/21/2020,Creatine,Performance,154,50.18," ? 7,727.72 ",0.2,4,UK,iHerb,,,,,
12/21/2020,Zinc,Mineral,150,47.67," ? 7,150.50 ",0.03,1,Canada,iHerb,,,,,
12/21/2020,Collagen Peptides,Protein,152,30.9," ? 4,696.80 ",0.21,3,USA,Amazon,,,,,
12/21/2020,Magnesium,Mineral,131,23.13," ? 3,030.03 ",0.22,0,Canada,iHerb,,,,,
12/21/2020,Ashwagandha,Herbal,158,41.16," ? 6,503.28 ",0.09,2,USA,iHerb,,,,,
12/21/2020,Melatonin,Sleep Aid,140,21.78," ? 3,049.20 ",0.18,3,Canada,Amazon,,,,,
12/21/2020,Biotin,Vitamin,134,39.68," ? 5,317.12 ",0.03,1,UK,iHerb,,,,,
12/21/2020,Green Tea Extract,Fat Burner,136,47.94," ? 6,519.84 ",0.03,1,USA,Walmart,,,,,
12/21/2020,Iron Supplement,Mineral,150,36.78," ? 5,517.00 ",0.1,3,UK,Amazon,,,,,
12/21/2020,Electrolyte Powder,Hydration,150,34.52," ? 5,178.00 ",0.21,3,UK,Amazon,,,,,
12/28/2020,Whey Protein,Protein,146,34.6," ? 5,051.60 ",0.14,1,USA,Amazon,,,,,
12/28/2020,Vitamin C,Vitamin,161,26.7," ? 4,298.70 ",0.03,1,UK,Amazon,,,,,
12/28/2020,Fish Oil,Omega,177,18.44," ? 3,263.88 ",0.12,1,Canada,iHerb,,,,,
12/28/2020,Multivitamin,Vitamin,151,27.83," ? 4,202.33 ",0.11,4,USA,Amazon,,,,,
12/28/2020,Pre-Workout,Performance,146,22.17," ? 3,236.82 ",0.11,2,Canada,Walmart,,,,,
12/28/2020,BCAA,Amino Acid,138,11.06," ? 1,526.28 ",0.1,2,UK,iHerb,,,,,
12/28/2020,Creatine,Performance,144,20.25," ? 2,916.00 ",0.19,0,USA,iHerb,,,,,
12/28/2020,Zinc,Mineral,165,53.72," ? 8,863.80 ",0.09,2,USA,Amazon,,,,,
12/28/2020,Collagen Peptides,Protein,143,16.33," ? 2,335.19 ",0.04,1,Canada,Amazon,,,,,
12/28/2020,Magnesium,Mineral,129,57.19," ? 7,377.51 ",0.24,1,Canada,Walmart,,,,,
12/28/2020,Ashwagandha,Herbal,172,23.49," ? 4,040.28 ",0.18,2,UK,Amazon,,,,,
12/28/2020,Melatonin,Sleep Aid,156,15.68," ? 2,446.08 ",0,7,UK,Walmart,,,,,
12/28/2020,Biotin,Vitamin,162,35.49," ? 5,749.38 ",0.08,0,USA,Amazon,,,,,
12/28/2020,Green Tea Extract,Fat Burner,142,47.82," ? 6,790.44 ",0.13,0,USA,Amazon,,,,,
12/28/2020,Iron Supplement,Mineral,147,41.87," ? 6,154.89 ",0.2,1,USA,Walmart,,,,,
12/28/2020,Electrolyte Powder,Hydration,145,53.8," ? 7,801.00 ",0.2,0,USA,iHerb,,,,,
1/4/2021,Whey Protein,Protein,150,41.25," ? 6,187.50 ",0.24,2,UK,iHerb,,,,,
1/4/2021,Vitamin C,Vitamin,151,13.15," ? 1,985.65 ",0.05,0,Canada,iHerb,,,,,
1/4/2021,Fish Oil,Omega,159,16.8," ? 2,671.20 ",0.21,0,UK,Amazon,,,,,
1/4/2021,Multivitamin,Vitamin,143,28.62," ? 4,092.66 ",0.06,1,USA,iHerb,,,,,
1/4/2021,Pre-Workout,Performance,147,12.8," ? 1,881.60 ",0.04,0,UK,iHerb,,,,,
1/4/2021,BCAA,Amino Acid,154,51.82," ? 7,980.28 ",0.13,1,UK,iHerb,,,,,
1/4/2021,Creatine,Performance,152,19.88," ? 3,021.76 ",0.08,2,USA,Walmart,,,,,
1/4/2021,Zinc,Mineral,139,58.51," ? 8,132.89 ",0.01,2,USA,iHerb,,,,,
1/4/2021,Collagen Peptides,Protein,161,16.78," ? 2,701.58 ",0.04,2,UK,iHerb,,,,,
1/4/2021,Magnesium,Mineral,155,56.87," ? 8,814.85 ",0.17,0,Canada,Walmart,,,,,
1/4/2021,Ashwagandha,Herbal,140,20.47," ? 2,865.80 ",0.02,2,USA,Amazon,,,,,
1/4/2021,Melatonin,Sleep Aid,146,42.51," ? 6,206.46 ",0.02,4,UK,Amazon,,,,,
1/4/2021,Biotin,Vitamin,141,30.11," ? 4,245.51 ",0.01,1,USA,iHerb,,,,,
1/4/2021,Green Tea Extract,Fat Burner,133,27.54," ? 3,662.82 ",0.19,2,UK,Amazon,,,,,
1/4/2021,Iron Supplement,Mineral,136,28.67," ? 3,899.12 ",0.04,2,UK,Walmart,,,,,
1/4/2021,Electrolyte Powder,Hydration,158,28.34," ? 4,477.72 ",0.03,2,Canada,iHerb,,,,,
1/11/2021,Whey Protein,Protein,161,38.93," ? 6,267.73 ",0.23,2,USA,iHerb,,,,,
1/11/2021,Vitamin C,Vitamin,137,52.16," ? 7,145.92 ",0.16,2,UK,Amazon,,,,,
1/11/2021,Fish Oil,Omega,171,37.21," ? 6,362.91 ",0.19,3,Canada,Walmart,,,,,
1/11/2021,Multivitamin,Vitamin,154,49.87," ? 7,679.98 ",0.18,0,UK,iHerb,,,,,
1/11/2021,Pre-Workout,Performance,149,26.87," ? 4,003.63 ",0,1,Canada,Amazon,,,,,
1/11/2021,BCAA,Amino Acid,152,43.17," ? 6,561.84 ",0.21,0,Canada,Walmart,,,,,
1/11/2021,Creatine,Performance,133,17.83," ? 2,371.39 ",0.24,2,Canada,Walmart,,,,,
1/11/2021,Zinc,Mineral,131,41.91," ? 5,490.21 ",0.09,3,UK,iHerb,,,,,
1/11/2021,Collagen Peptides,Protein,126,39.54," ? 4,982.04 ",0.16,0,Canada,Walmart,,,,,
1/11/2021,Magnesium,Mineral,145,19.75," ? 2,863.75 ",0.21,1,USA,iHerb,,,,,
1/11/2021,Ashwagandha,Herbal,160,20.38," ? 3,260.80 ",0.14,3,USA,iHerb,,,,,
1/11/2021,Melatonin,Sleep Aid,148,32.61," ? 4,826.28 ",0.04,1,USA,Amazon,,,,,
1/11/2021,Biotin,Vitamin,178,53.4," ? 9,505.20 ",0.22,1,Canada,Walmart,,,,,
1/11/2021,Green Tea Extract,Fat Burner,129,25.58," ? 3,299.82 ",0.2,1,USA,Walmart,,,,,
1/11/2021,Iron Supplement,Mineral,149,29.12," ? 4,338.88 ",0.11,1,USA,iHerb,,,,,
1/11/2021,Electrolyte Powder,Hydration,145,50.44," ? 7,313.80 ",0.09,1,USA,Amazon,,,,,
1/18/2021,Whey Protein,Protein,156,23.88," ? 3,725.28 ",0.23,2,Canada,Walmart,,,,,
1/18/2021,Vitamin C,Vitamin,153,11.46," ? 1,753.38 ",0.15,1,USA,Walmart,,,,,
1/18/2021,Fish Oil,Omega,152,14.07," ? 2,138.64 ",0.05,4,USA,Amazon,,,,,
1/18/2021,Multivitamin,Vitamin,147,12.64," ? 1,858.08 ",0.01,2,UK,iHerb,,,,,
1/18/2021,Pre-Workout,Performance,151,22.16," ? 3,346.16 ",0.19,0,Canada,Amazon,,,,,
1/18/2021,BCAA,Amino Acid,138,24.31," ? 3,354.78 ",0.06,2,USA,iHerb,,,,,
1/18/2021,Creatine,Performance,155,30.89," ? 4,787.95 ",0.02,1,UK,Walmart,,,,,
1/18/2021,Zinc,Mineral,158,35.91," ? 5,673.78 ",0.01,2,UK,iHerb,,,,,
1/18/2021,Collagen Peptides,Protein,151,57.25," ? 8,644.75 ",0.17,0,Canada,Amazon,,,,,
1/18/2021,Magnesium,Mineral,149,33.49," ? 4,990.01 ",0.11,2,USA,Walmart,,,,,
1/18/2021,Ashwagandha,Herbal,145,35.19," ? 5,102.55 ",0.21,2,USA,Amazon,,,,,
1/18/2021,Melatonin,Sleep Aid,144,55.61," ? 8,007.84 ",0.05,0,Canada,Amazon,,,,,
1/18/2021,Biotin,Vitamin,159,58.39," ? 9,284.01 ",0.22,2,UK,iHerb,,,,,
1/18/2021,Green Tea Extract,Fat Burner,151,22.33," ? 3,371.83 ",0.11,2,USA,Walmart,,,,,
1/18/2021,Iron Supplement,Mineral,152,23.99," ? 3,646.48 ",0.14,0,USA,Walmart,,,,,
1/18/2021,Electrolyte Powder,Hydration,147,44.67," ? 6,566.49 ",0.25,1,UK,iHerb,,,,,
1/25/2021,Whey Protein,Protein,150,32.03," ? 4,804.50 ",0.21,2,Canada,iHerb,,,,,
1/25/2021,Vitamin C,Vitamin,167,53.67," ? 8,962.89 ",0.01,3,UK,Amazon,,,,,
1/25/2021,Fish Oil,Omega,144,35.6," ? 5,126.40 ",0.24,0,UK,Walmart,,,,,
1/25/2021,Multivitamin,Vitamin,145,29.8," ? 4,321.00 ",0.05,1,UK,Amazon,,,,,
1/25/2021,Pre-Workout,Performance,146,48.1," ? 7,022.60 ",0.13,5,USA,Amazon,,,,,
1/25/2021,BCAA,Amino Acid,149,23.11," ? 3,443.39 ",0.11,0,USA,iHerb,,,,,
1/25/2021,Creatine,Performance,177,23.41," ? 4,143.57 ",0.15,2,Canada,iHerb,,,,,
1/25/2021,Zinc,Mineral,150,38.11," ? 5,716.50 ",0.14,0,UK,Walmart,,,,,
1/25/2021,Collagen Peptides,Protein,134,23.44," ? 3,140.96 ",0.01,2,Canada,Amazon,,,,,
1/25/2021,Magnesium,Mineral,151,34.21," ? 5,165.71 ",0.02,1,USA,Walmart,,,,,
1/25/2021,Ashwagandha,Herbal,147,55.33," ? 8,133.51 ",0.05,2,UK,Amazon,,,,,
1/25/2021,Melatonin,Sleep Aid,147,27.36," ? 4,021.92 ",0.07,2,UK,iHerb,,,,,
1/25/2021,Biotin,Vitamin,177,50.57," ? 8,950.89 ",0.01,2,USA,Walmart,,,,,
1/25/2021,Green Tea Extract,Fat Burner,160,51.19," ? 8,190.40 ",0.16,4,USA,Amazon,,,,,
1/25/2021,Iron Supplement,Mineral,151,36.41," ? 5,497.91 ",0.03,2,USA,iHerb,,,,,
1/25/2021,Electrolyte Powder,Hydration,149,10.5," ? 1,564.50 ",0.05,1,Canada,iHerb,,,,,
2/1/2021,Whey Protein,Protein,178,31.22," ? 5,557.16 ",0.18,2,Canada,Amazon,,,,,
2/1/2021,Vitamin C,Vitamin,143,20.88," ? 2,985.84 ",0.24,0,UK,Walmart,,,,,
2/1/2021,Fish Oil,Omega,145,21.09," ? 3,058.05 ",0.2,0,UK,Amazon,,,,,
2/1/2021,Multivitamin,Vitamin,129,10.5," ? 1,354.50 ",0.02,2,UK,iHerb,,,,,
2/1/2021,Pre-Workout,Performance,165,12.62," ? 2,082.30 ",0.2,3,UK,iHerb,,,,,
2/1/2021,BCAA,Amino Acid,162,21.65," ? 3,507.30 ",0.21,2,USA,iHerb,,,,,
2/1/2021,Creatine,Performance,139,49.63," ? 6,898.57 ",0.05,0,Canada,Walmart,,,,,
2/1/2021,Zinc,Mineral,164,52.08," ? 8,541.12 ",0.14,3,USA,iHerb,,,,,
2/1/2021,Collagen Peptides,Protein,172,13.77," ? 2,368.44 ",0.06,2,USA,Walmart,,,,,
2/1/2021,Magnesium,Mineral,167,40.35," ? 6,738.45 ",0.05,3,Canada,Walmart,,,,,
2/1/2021,Ashwagandha,Herbal,186,34.74," ? 6,461.64 ",0.02,2,Canada,Walmart,,,,,
2/1/2021,Melatonin,Sleep Aid,150,32.1," ? 4,815.00 ",0.08,1,UK,Walmart,,,,,
2/1/2021,Biotin,Vitamin,153,48.05," ? 7,351.65 ",0.18,1,UK,Walmart,,,,,
2/1/2021,Green Tea Extract,Fat Burner,179,26.18," ? 4,686.22 ",0.05,2,Canada,iHerb,,,,,
2/1/2021,Iron Supplement,Mineral,136,44.85," ? 6,099.60 ",0.14,1,USA,Amazon,,,,,
2/1/2021,Electrolyte Powder,Hydration,147,10.29," ? 1,512.63 ",0.02,3,Canada,Amazon,,,,,
2/8/2021,Whey Protein,Protein,129,56," ? 7,224.00 ",0.07,1,UK,Walmart,,,,,
2/8/2021,Vitamin C,Vitamin,152,57.1," ? 8,679.20 ",0.18,0,Canada,iHerb,,,,,
2/8/2021,Fish Oil,Omega,156,33.54," ? 5,232.24 ",0.01,0,Canada,iHerb,,,,,
2/8/2021,Multivitamin,Vitamin,161,25.08," ? 4,037.88 ",0.1,3,USA,Walmart,,,,,
2/8/2021,Pre-Workout,Performance,159,15.88," ? 2,524.92 ",0.06,3,Canada,Walmart,,,,,
2/8/2021,BCAA,Amino Acid,153,39.82," ? 6,092.46 ",0.09,3,UK,iHerb,,,,,
2/8/2021,Creatine,Performance,151,16.45," ? 2,483.95 ",0.13,4,USA,Walmart,,,,,
2/8/2021,Zinc,Mineral,143,48.2," ? 6,892.60 ",0.06,0,UK,Amazon,,,,,
2/8/2021,Collagen Peptides,Protein,131,19.98," ? 2,617.38 ",0.09,1,Canada,Amazon,,,,,
2/8/2021,Magnesium,Mineral,158,30.32," ? 4,790.56 ",0.12,2,Canada,Walmart,,,,,
2/8/2021,Ashwagandha,Herbal,163,50.39," ? 8,213.57 ",0.17,2,USA,iHerb,,,,,
2/8/2021,Melatonin,Sleep Aid,157,16.92," ? 2,656.44 ",0.17,1,USA,Walmart,,,,,
2/8/2021,Biotin,Vitamin,155,55.34," ? 8,577.70 ",0.15,0,Canada,Amazon,,,,,
2/8/2021,Green Tea Extract,Fat Burner,148,49.71," ? 7,357.08 ",0.12,3,UK,Walmart,,,,,
2/8/2021,Iron Supplement,Mineral,141,54.93," ? 7,745.13 ",0.22,2,USA,iHerb,,,,,
2/8/2021,Electrolyte Powder,Hydration,165,53.25," ? 8,786.25 ",0.08,0,UK,iHerb,,,,,
2/15/2021,Whey Protein,Protein,140,22.56," ? 3,158.40 ",0.08,0,USA,Walmart,,,,,
2/15/2021,Vitamin C,Vitamin,142,32.09," ? 4,556.78 ",0.09,2,Canada,iHerb,,,,,
2/15/2021,Fish Oil,Omega,168,26.6," ? 4,468.80 ",0.19,0,UK,Walmart,,,,,
2/15/2021,Multivitamin,Vitamin,134,50.39," ? 6,752.26 ",0.06,0,USA,Amazon,,,,,
2/15/2021,Pre-Workout,Performance,134,41.69," ? 5,586.46 ",0.06,1,UK,Walmart,,,,,
2/15/2021,BCAA,Amino Acid,151,21.66," ? 3,270.66 ",0.22,1,Canada,Amazon,,,,,
2/15/2021,Creatine,Performance,157,28.63," ? 4,494.91 ",0.09,2,Canada,iHerb,,,,,
2/15/2021,Zinc,Mineral,128,20.89," ? 2,673.92 ",0.17,2,UK,Amazon,,,,,
2/15/2021,Collagen Peptides,Protein,152,43.09," ? 6,549.68 ",0.09,3,Canada,Walmart,,,,,
2/15/2021,Magnesium,Mineral,142,47.27," ? 6,712.34 ",0.09,1,Canada,Walmart,,,,,
2/15/2021,Ashwagandha,Herbal,149,56.5," ? 8,418.50 ",0.14,2,UK,Amazon,,,,,
2/15/2021,Melatonin,Sleep Aid,169,21.6," ? 3,650.40 ",0.18,3,USA,iHerb,,,,,
2/15/2021,Biotin,Vitamin,165,14.47," ? 2,387.55 ",0.11,1,USA,Walmart,,,,,
2/15/2021,Green Tea Extract,Fat Burner,142,13.78," ? 1,956.76 ",0.21,1,Canada,Walmart,,,,,
2/15/2021,Iron Supplement,Mineral,153,26.87," ? 4,111.11 ",0.02,4,Canada,iHerb,,,,,
2/15/2021,Electrolyte Powder,Hydration,162,21.18," ? 3,431.16 ",0.23,1,USA,iHerb,,,,,
2/22/2021,Whey Protein,Protein,136,57.19," ? 7,777.84 ",0,0,Canada,Walmart,,,,,
2/22/2021,Vitamin C,Vitamin,174,15.66," ? 2,724.84 ",0.14,3,UK,iHerb,,,,,
2/22/2021,Fish Oil,Omega,156,59.64," ? 9,303.84 ",0.1,1,USA,Amazon,,,,,
2/22/2021,Multivitamin,Vitamin,152,14.32," ? 2,176.64 ",0,1,Canada,iHerb,,,,,
2/22/2021,Pre-Workout,Performance,164,59.96," ? 9,833.44 ",0.07,1,UK,Walmart,,,,,
2/22/2021,BCAA,Amino Acid,136,24.26," ? 3,299.36 ",0.2,3,UK,iHerb,,,,,
2/22/2021,Creatine,Performance,167,15.64," ? 2,611.88 ",0.22,2,USA,Walmart,,,,,
2/22/2021,Zinc,Mineral,136,24.36," ? 3,312.96 ",0.18,1,UK,Walmart,,,,,
2/22/2021,Collagen Peptides,Protein,145,35.16," ? 5,098.20 ",0.08,2,UK,Walmart,,,,,
2/22/2021,Magnesium,Mineral,162,37.53," ? 6,079.86 ",0.21,1,USA,iHerb,,,,,
2/22/2021,Ashwagandha,Herbal,146,33.37," ? 4,872.02 ",0.07,4,USA,Walmart,,,,,
2/22/2021,Melatonin,Sleep Aid,143,36.34," ? 5,196.62 ",0.01,0,Canada,iHerb,,,,,
2/22/2021,Biotin,Vitamin,139,31.66," ? 4,400.74 ",0.2,2,UK,iHerb,,,,,
2/22/2021,Green Tea Extract,Fat Burner,147,25.82," ? 3,795.54 ",0.19,0,UK,Walmart,,,,,
2/22/2021,Iron Supplement,Mineral,149,21.78," ? 3,245.22 ",0.23,3,UK,iHerb,,,,,
2/22/2021,Electrolyte Powder,Hydration,158,36.02," ? 5,691.16 ",0.24,4,UK,Amazon,,,,,
3/1/2021,Whey Protein,Protein,139,19.86," ? 2,760.54 ",0.05,2,Canada,Walmart,,,,,
3/1/2021,Vitamin C,Vitamin,147,14.45," ? 2,124.15 ",0.13,3,USA,iHerb,,,,,
3/1/2021,Fish Oil,Omega,169,28.33," ? 4,787.77 ",0.15,0,UK,Amazon,,,,,
3/1/2021,Multivitamin,Vitamin,136,14.27," ? 1,940.72 ",0.23,0,UK,Walmart,,,,,
3/1/2021,Pre-Workout,Performance,147,39.95," ? 5,872.65 ",0.02,0,Canada,iHerb,,,,,
3/1/2021,BCAA,Amino Acid,173,49.06," ? 8,487.38 ",0,1,UK,Walmart,,,,,
3/1/2021,Creatine,Performance,155,55.48," ? 8,599.40 ",0.16,0,Canada,iHerb,,,,,
3/1/2021,Zinc,Mineral,128,25.17," ? 3,221.76 ",0.1,0,UK,Walmart,,,,,
3/1/2021,Collagen Peptides,Protein,153,35.15," ? 5,377.95 ",0.02,2,USA,Amazon,,,,,
3/1/2021,Magnesium,Mineral,144,31.73," ? 4,569.12 ",0.05,0,Canada,Walmart,,,,,
3/1/2021,Ashwagandha,Herbal,160,48.36," ? 7,737.60 ",0.05,1,UK,Walmart,,,,,
3/1/2021,Melatonin,Sleep Aid,149,56.59," ? 8,431.91 ",0.05,1,UK,Amazon,,,,,
3/1/2021,Biotin,Vitamin,135,33.03," ? 4,459.05 ",0.23,3,Canada,Amazon,,,,,
3/1/2021,Green Tea Extract,Fat Burner,146,54.81," ? 8,002.26 ",0.2,0,USA,Walmart,,,,,
3/1/2021,Iron Supplement,Mineral,143,21.49," ? 3,073.07 ",0.05,0,UK,Walmart,,,,,
